degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
B.Com,Finance,6.52,66.5,69.2,"Advanced Excel, Auditing, Finance, Accounting, GST",9,Accountant
M.Tech,Information Technology,7.11,97.0,82.1,"PostgreSQL, Java, Django, Docker, FastAPI, MongoDB, GraphQL",11,Backend Developer
MBA,Business Administration,8.43,71.6,67.3,"Stakeholder Management, Product Strategy, Roadmapping, Market Research, Agile, Jira, Scrum",11,Product Manager
B.Com,Communications,7.25,68.5,93.9,"Digital Marketing, Social Media, Copywriting, Google Analytics, Content Strategy, SEO",0,Marketing Specialist
BBA,Marketing,7.83,90.4,91.9,"Content Strategy, Copywriting, Google Analytics, Digital Marketing, SEO, Social Media",12,Marketing Specialist
MCA,Information Technology,7.36,83.3,69.7,"Python, REST APIs, FastAPI, Node.js",4,Backend Developer
B.Tech,Finance,7.08,72.2,73.6,"Data Visualization, Tableau, Market Research",2,Business Analyst
BCA,Computer Science,9.46,65.7,87.4,"HTML, JavaScript, TypeScript, Tailwind",6,Frontend Developer
BBA,Finance,9.08,86.8,96.1,"Power BI, SQL, Tableau, Market Research",12,Business Analyst
M.Com,Accounting,6.73,77.5,77.4,"Tally, Auditing, Finance",9,Accountant
MCA,Computer Science,6.94,85.8,74.2,"Django, SQL, PostgreSQL, MongoDB, GraphQL, Node.js, Java",14,Backend Developer
BA,Business Administration,6.64,77.8,94.1,"Recruiting, Talent Acquisition, Onboarding, Communication",12,HR Manager
BBA,Business Administration,8.72,81.3,73.9,"Talent Acquisition, Employee Relations, Communication, Onboarding, Recruiting",6,HR Manager
B.Tech,Information Technology,7.72,72.7,72.2,"Tableau, Process Improvement, Market Research",6,Business Analyst
MCA,Information Technology,7.69,76.6,84.3,"PostgreSQL, Node.js, Java, Django, FastAPI",9,Backend Developer
M.Com,Finance,7.04,65.8,79.6,"Advanced Excel, Auditing, Finance, Tally, GST, Accounting",4,Accountant
BBA,Finance,8.99,95.6,68.2,"Power BI, Market Research, Data Visualization",1,Business Analyst
B.Tech,Design,6.95,89.6,90.4,"Angular, React, Next.js, JavaScript",4,Frontend Developer
BA,CS,9.59,92.1,90.0,"User Testing, Wireframing, Figma, Adobe XD, UI/UX, Prototyping, Design Systems",0,UX Designer
BBA,Economics,7.96,90.9,90.0,"Content Strategy, Copywriting, Google Analytics, SEO",11,Marketing Specialist
BA,Marketing,7.71,83.4,77.4,"Content Strategy, Google Analytics, Social Media, SEO, Copywriting",9,Marketing Specialist
BBA,Finance,7.29,78.8,87.6,"Market Research, Jira, Scrum",6,Product Manager
BBA,Business Administration,8.16,91.4,95.2,"Recruiting, Communication, Talent Acquisition, Onboarding, Employee Relations",9,HR Manager
BCA,Computer Science,7.25,96.7,86.1,"Node.js, PostgreSQL, GraphQL, SQL, Docker, Python",4,Backend Developer
BCA,Computer Science,6.71,67.3,96.8,"Go, C#, Java, System Design, Data Structures, Algorithms, Python, Git",4,Software Engineer
BA,Information Technology,7.24,95.0,77.9,"User Testing, Figma, Prototyping, Adobe XD, UI/UX, Design Systems, Wireframing",1,UX Designer
B.Tech,Marketing,7.18,92.0,86.9,"Jira, Roadmapping, Market Research, Agile, Stakeholder Management, Scrum",2,Product Manager
MBA,Finance,9.77,79.7,92.2,"Tally, Finance, Advanced Excel, Auditing, Accounting, GST",13,Accountant
B.Tech,CS,7.09,94.1,80.1,"Prototyping, Design Systems, User Testing, Figma, Wireframing, Adobe XD",11,UX Designer
MCA,Electronics,7.74,95.1,71.1,"CI/CD, Docker, Terraform, Jenkins",2,DevOps Engineer
B.Tech,Computer Science,8.65,88.8,72.2,"MongoDB, PostgreSQL, FastAPI, Node.js",7,Backend Developer
B.Tech,Information Technology,7.56,70.4,71.8,"Node.js, PostgreSQL, REST APIs",0,Backend Developer
MBA,Marketing,7.51,65.4,68.8,"Copywriting, Google Analytics, Social Media, Content Strategy, Digital Marketing, SEO",6,Marketing Specialist
B.Tech,Finance,6.53,92.1,92.8,"SQL, Data Visualization, Market Research, Power BI, Process Improvement, Tableau",2,Business Analyst
PhD,Data Science,6.64,87.2,65.4,"Pandas, Machine Learning, TensorFlow, Deep Learning",4,Data Scientist
BBA,Marketing,7.68,66.6,85.9,"Agile, Jira, Roadmapping, Stakeholder Management",8,Product Manager
B.Tech,Information Technology,6.18,77.5,71.7,"Data Visualization, SQL, Power BI, Tableau, Process Improvement, Market Research",3,Business Analyst
BCA,Computer Science,9.76,76.1,71.3,"HTML, TypeScript, Next.js",10,Frontend Developer
BCA,Computer Science,8.14,71.3,71.8,"C#, Rust, Java, Python, Algorithms, Git, Go, C++",8,Software Engineer
BCA,Computer Science,6.66,78.3,75.4,"SQL, Node.js, REST APIs, PostgreSQL",6,Backend Developer
Diploma,Design,7.4,67.2,72.2,"Adobe XD, Wireframing, User Testing",4,UX Designer
M.Com,Accounting,9.73,88.0,87.4,"Finance, Auditing, Tally, Advanced Excel, Accounting, GST",12,Accountant
BBA,Business Administration,8.31,84.3,77.6,"Stakeholder Management, Jira, Scrum, Market Research, Roadmapping, Agile, Product Strategy",10,Product Manager
B.Sc,Design,6.9,79.1,73.0,"User Testing, Figma, Wireframing",1,UX Designer
M.Tech,Artificial Intelligence,6.14,95.5,84.7,"Pandas, SQL, Data Analysis, Deep Learning, Machine Learning, Scikit-Learn",12,Data Scientist
BCA,Information Technology,6.87,89.2,76.3,"HTML, TypeScript, Angular, JavaScript, Next.js",3,Frontend Developer
MBA,Human Resources,7.68,65.2,93.7,"Employee Relations, Talent Acquisition, Onboarding, Communication, Recruiting",4,HR Manager
M.Tech,Data Science,6.9,67.6,88.9,"Machine Learning, Data Analysis, TensorFlow, SQL",3,Data Scientist
BA,Information Technology,8.19,96.9,71.6,"User Testing, UI/UX, Wireframing, Design Systems",12,UX Designer
MBA,Economics,8.89,92.0,91.2,"Google Analytics, Content Strategy, Copywriting, Social Media, Digital Marketing, SEO",13,Marketing Specialist
BCA,Computer Science,7.45,75.1,74.3,"Django, PostgreSQL, Java, FastAPI, Docker",8,Backend Developer
M.Com,Accounting,6.02,93.4,89.1,"Tally, Advanced Excel, Auditing, Accounting, GST",5,Accountant
B.Com,Economics,7.55,66.3,95.4,"Copywriting, Digital Marketing, Google Analytics, Content Strategy, Social Media, SEO",6,Marketing Specialist
B.Com,Accounting,8.47,95.6,89.3,"GST, Auditing, Advanced Excel, Finance, Tally, Accounting",3,Accountant
MBA,Economics,6.97,84.9,96.4,"Copywriting, SEO, Content Strategy, Google Analytics, Digital Marketing, Social Media",1,Marketing Specialist
B.Tech,AI,6.96,75.0,96.9,"System Design, Rust, C++, Algorithms, Git, Python, Data Structures, Go",10,Software Engineer
M.Tech,Information Technology,8.66,65.2,70.6,"Node.js, FastAPI, REST APIs, Java, Docker, PostgreSQL, Django, SQL",1,Backend Developer
B.Tech,AI,6.67,71.2,69.4,"Go, System Design, Algorithms, Data Structures, Python, C++",7,Software Engineer
B.Tech,Business Administration,9.07,71.3,97.4,"Product Strategy, Agile, Jira, Stakeholder Management, Roadmapping, Scrum",6,Product Manager
MBA,Communications,6.47,67.1,66.0,"SEO, Digital Marketing, Copywriting, Content Strategy",8,Marketing Specialist
MBA,Marketing,6.37,82.2,65.2,"Digital Marketing, SEO, Social Media",9,Marketing Specialist
MCA,Information Technology,9.38,98.0,92.0,"Linux, CI/CD, Kubernetes, Jenkins, Terraform",11,DevOps Engineer
BCA,Computer Science,8.65,88.9,94.3,"REST APIs, Node.js, Python, Docker, GraphQL",2,Backend Developer
PhD,Data Science,7.96,86.8,65.1,"Pandas, SQL, Scikit-Learn, Statistics, NLP, TensorFlow, NumPy",10,Data Scientist
B.Tech,Design,8.31,78.2,85.2,"HTML, Angular, Tailwind, React, CSS",1,Frontend Developer
Diploma,Information Technology,6.49,91.3,74.9,"CSS, TypeScript, JavaScript, Vue, Next.js, Angular, Tailwind, HTML",10,Frontend Developer
BBA,Human Resources,6.8,89.9,86.8,"Recruiting, Talent Acquisition, Onboarding, Communication, Employee Relations",1,HR Manager
M.Tech,AI,8.91,72.3,73.5,"C#, Data Structures, System Design",15,Software Engineer
BBA,Information Technology,7.26,72.4,84.0,"Market Research, SQL, Data Visualization, Power BI",9,Business Analyst
MCA,Information Technology,7.11,68.7,76.2,"System Design, Go, Rust, Git, C++, Data Structures, C#, Java",15,Software Engineer
B.Sc,CS,6.24,82.7,93.0,"UI/UX, Wireframing, Prototyping, Figma, Design Systems",6,UX Designer
B.Sc,Design,6.03,93.1,75.4,"Next.js, React, HTML, Tailwind",4,Frontend Developer
Diploma,CS,8.28,75.2,97.7,"UI/UX, User Testing, Wireframing, Design Systems, Adobe XD, Figma",1,UX Designer
M.Tech,Electronics,6.22,91.7,70.0,"Terraform, Docker, CI/CD, Kubernetes, Linux, Jenkins",4,DevOps Engineer
B.Sc,Design,7.28,87.4,97.7,"Adobe XD, Prototyping, Wireframing, UI/UX, Figma, Design Systems",12,UX Designer
BCA,Computer Science,8.86,84.2,91.6,"MongoDB, FastAPI, SQL, GraphQL, Python, Node.js, Java",11,Backend Developer
MCA,Electronics,7.11,69.8,72.2,"Linux, Docker, CI/CD, Jenkins",4,DevOps Engineer
BBA,Finance,9.52,68.2,97.1,"Market Research, Data Visualization, Tableau, SQL, Power BI, Process Improvement",2,Business Analyst
B.Tech,Computer Science,6.13,72.9,81.1,"Scikit-Learn, NumPy, Deep Learning, Data Analysis, NLP, TensorFlow, SQL, Machine Learning",11,Data Scientist
B.Com,Finance,8.4,79.7,65.4,"Auditing, Accounting, Advanced Excel, GST, Tally, Finance",1,Accountant
B.Tech,Information Technology,8.64,68.1,84.6,"Go, Python, Java, Algorithms, System Design, Data Structures, Rust, C++",6,Software Engineer
B.Com,Economics,9.09,65.7,83.3,"Content Strategy, SEO, Digital Marketing, Social Media, Google Analytics, Copywriting",8,Marketing Specialist
BBA,Human Resources,9.28,87.9,65.2,"Communication, Recruiting, Talent Acquisition, Onboarding, Employee Relations",7,HR Manager
B.Tech,Computer Science,6.98,89.9,67.8,"React, JavaScript, HTML, Vue",1,Frontend Developer
BBA,Business Administration,7.14,96.2,82.1,"Employee Relations, Talent Acquisition, Onboarding, Recruiting, Communication",12,HR Manager
M.Tech,Electronics,8.3,81.8,87.7,"Docker, Linux, CI/CD, Kubernetes, Terraform, Jenkins",14,DevOps Engineer
M.Tech,Data Science,8.29,72.1,76.8,"Data Analysis, Pandas, SQL, NLP",12,Data Scientist
M.Com,Accounting,7.73,96.2,87.3,"GST, Auditing, Advanced Excel, Finance, Accounting, Tally",11,Accountant
B.Tech,Business Administration,9.78,88.0,71.4,"Jira, Stakeholder Management, Scrum",5,Product Manager
MBA,Accounting,6.29,69.1,68.6,"Tally, GST, Advanced Excel, Auditing, Accounting, Finance",7,Accountant
MCA,AI,6.56,91.3,74.0,"Data Structures, Rust, Algorithms",7,Software Engineer
Diploma,Design,8.24,91.6,68.2,"UI/UX, User Testing, Wireframing",5,UX Designer
M.Com,Finance,7.31,89.5,96.9,"Accounting, Auditing, Tally, Advanced Excel, GST, Finance",8,Accountant
BA,Business Administration,8.5,69.7,83.7,"Communication, Employee Relations, Talent Acquisition, Recruiting, Onboarding",4,HR Manager
MCA,Computer Science,6.7,97.5,91.3,"NLP, NumPy, Deep Learning, Statistics",5,Data Scientist
MCA,Electronics,9.21,85.9,67.5,"Jenkins, Docker, Kubernetes, AWS, Terraform, Linux, CI/CD",2,DevOps Engineer
B.Tech,Business Administration,9.53,91.7,65.4,"Jira, Scrum, Product Strategy",6,Product Manager
B.Tech,Information Technology,6.05,71.3,92.4,"SQL, Process Improvement, Data Visualization, Tableau",0,Business Analyst
M.Tech,Computer Science,6.66,77.1,69.4,"FastAPI, PostgreSQL, Python, Docker, Node.js, REST APIs, MongoDB, GraphQL",1,Backend Developer
BCA,Information Technology,9.16,93.1,93.3,"REST APIs, Node.js, FastAPI, SQL",4,Backend Developer
MCA,Information Technology,9.51,95.7,96.7,"Docker, AWS, Linux, CI/CD, Terraform",14,DevOps Engineer
M.Sc,Computer Science,7.34,65.2,94.4,"Python, Scikit-Learn, NLP, Statistics, Data Analysis, Deep Learning",2,Data Scientist
M.Tech,Computer Science,6.32,82.0,70.1,"GraphQL, Docker, SQL",15,Backend Developer
MBA,Marketing,7.39,94.4,82.7,"Digital Marketing, Content Strategy, Google Analytics, Social Media, Copywriting, SEO",2,Marketing Specialist
B.Com,Marketing,9.36,88.4,68.7,"Digital Marketing, Google Analytics, SEO, Content Strategy",4,Marketing Specialist
M.Tech,Artificial Intelligence,9.74,68.9,81.1,"Scikit-Learn, Python, Data Analysis, SQL, Statistics, NLP",13,Data Scientist
B.Tech,Business Administration,9.64,91.2,69.2,"SQL, Market Research, Process Improvement, Data Visualization, Power BI",5,Business Analyst
MBA,Human Resources,8.8,79.3,74.6,"Onboarding, Talent Acquisition, Communication",2,HR Manager
MCA,Computer Science,8.53,79.2,80.6,"PostgreSQL, Java, SQL, MongoDB, GraphQL, Python, Django, Node.js",13,Backend Developer
BCA,Computer Science,9.76,95.7,79.1,"C#, Python, C++, Git, Go, Java, Rust",9,Software Engineer
B.Sc,Design,7.62,67.0,79.1,"Prototyping, User Testing, Wireframing, UI/UX, Figma, Design Systems",0,UX Designer
B.Tech,Information Technology,9.4,71.0,65.0,"Kubernetes, Jenkins, CI/CD, Docker, Linux",10,DevOps Engineer
BCA,Information Technology,7.38,75.0,68.2,"Vue, CSS, React, Tailwind, JavaScript, TypeScript",0,Frontend Developer
B.Tech,Business Administration,6.8,77.7,94.3,"Power BI, Process Improvement, Market Research, Data Visualization, Tableau",2,Business Analyst
B.Tech,Information Technology,6.73,79.7,68.3,"Data Visualization, Market Research, Tableau",8,Business Analyst
M.Com,Finance,7.59,88.5,94.4,"Advanced Excel, Tally, Finance, Accounting, GST, Auditing",12,Accountant
BBA,Business Administration,7.99,96.4,91.1,"Recruiting, Talent Acquisition, Communication, Employee Relations, Onboarding",2,HR Manager
M.Com,Accounting,8.81,78.1,87.6,"Accounting, Finance, Auditing, GST, Advanced Excel",8,Accountant
BCA,Information Technology,6.7,70.3,72.2,"System Design, Go, Rust, Python, Algorithms, C#, C++",11,Software Engineer
PhD,Artificial Intelligence,8.1,70.6,66.5,"TensorFlow, Pandas, NumPy, SQL, Data Analysis, Scikit-Learn, Deep Learning",3,Data Scientist
B.Tech,Electronics,8.44,73.2,92.2,"Kubernetes, Docker, Jenkins, AWS",8,DevOps Engineer
B.Tech,AI,9.36,73.7,69.4,"Rust, Data Structures, Go, Java, Git",9,Software Engineer
MCA,Computer Science,6.97,65.5,86.7,"Jenkins, AWS, Kubernetes, Docker, Linux, CI/CD, Terraform",13,DevOps Engineer
B.Com,Finance,7.02,84.2,91.7,"GST, Finance, Tally, Advanced Excel, Accounting, Auditing",12,Accountant
MCA,Information Technology,6.36,71.0,71.1,"GraphQL, REST APIs, Java, Docker",4,Backend Developer
M.Com,Accounting,8.61,71.2,69.7,"GST, Accounting, Auditing, Finance, Advanced Excel, Tally",6,Accountant
Diploma,CS,8.29,77.5,65.7,"Figma, Adobe XD, User Testing, UI/UX, Wireframing, Design Systems",0,UX Designer
BBA,Business Administration,8.28,91.1,65.3,"Data Visualization, Power BI, Tableau, Market Research",12,Business Analyst
MCA,AI,8.89,94.4,91.9,"Python, C#, Git",6,Software Engineer
BBA,Marketing,6.08,66.5,83.0,"Social Media, Digital Marketing, SEO",1,Marketing Specialist
BBA,Human Resources,7.62,69.9,86.6,"Employee Relations, Recruiting, Talent Acquisition",3,HR Manager
MBA,Information Technology,9.63,74.3,67.5,"Data Visualization, SQL, Tableau, Process Improvement, Power BI, Market Research",2,Business Analyst
B.Tech,Computer Science,7.62,94.5,87.7,"JavaScript, Next.js, React, Vue, Tailwind, CSS, Angular",9,Frontend Developer
MCA,Computer Science,9.03,91.0,93.4,"CI/CD, Terraform, Kubernetes, Linux, Jenkins",13,DevOps Engineer
BBA,Finance,6.43,79.1,89.0,"SQL, Process Improvement, Market Research, Data Visualization",2,Business Analyst
MCA,Computer Science,7.61,87.9,78.7,"System Design, Data Structures, Go, Python",11,Software Engineer
BCA,Design,8.05,81.3,82.7,"TypeScript, Next.js, Vue, React",3,Frontend Developer
B.Tech,Information Technology,9.78,65.6,83.4,"Django, SQL, Node.js, FastAPI, Java, Python, PostgreSQL",2,Backend Developer
B.Tech,Information Technology,9.69,95.1,73.0,"C#, Algorithms, Git, C++, Go",3,Software Engineer
M.Tech,Data Science,7.81,84.6,70.2,"Data Analysis, Deep Learning, Python, NumPy, NLP, TensorFlow, Scikit-Learn, Pandas",6,Data Scientist
MBA,Business Administration,6.57,71.0,89.5,"Roadmapping, Product Strategy, Market Research",9,Product Manager
MCA,Information Technology,9.35,66.1,89.8,"Kubernetes, CI/CD, AWS, Jenkins, Linux, Terraform, Docker",3,DevOps Engineer
M.Sc,Artificial Intelligence,7.03,68.0,77.5,"Statistics, TensorFlow, Pandas, NumPy, Scikit-Learn, Machine Learning, SQL, Deep Learning",2,Data Scientist
Diploma,CS,9.13,97.2,85.0,"UI/UX, Prototyping, Design Systems",1,UX Designer
B.Com,Economics,8.46,71.4,68.6,"Copywriting, Google Analytics, Social Media, SEO, Digital Marketing, Content Strategy",1,Marketing Specialist
B.Sc,Computer Science,6.25,84.7,90.0,"Vue, JavaScript, Next.js, HTML",4,Frontend Developer
BA,CS,9.71,83.6,83.6,"UI/UX, Wireframing, Figma",12,UX Designer
MBA,Marketing,9.64,81.5,75.4,"SEO, Digital Marketing, Copywriting, Content Strategy, Social Media",12,Marketing Specialist
BCA,Design,6.09,91.3,80.7,"CSS, Angular, React, Tailwind, Vue, HTML, JavaScript, TypeScript",0,Frontend Developer
B.Tech,Computer Science,9.77,81.6,97.7,"CI/CD, AWS, Terraform, Docker, Linux, Kubernetes, Jenkins",9,DevOps Engineer
B.Tech,Finance,9.38,90.5,77.8,"Tableau, Power BI, Market Research, Process Improvement, SQL, Data Visualization",3,Business Analyst
MBA,Accounting,6.54,93.7,83.1,"Finance, Advanced Excel, Accounting, Auditing",13,Accountant
M.Tech,Computer Science,8.19,76.7,67.3,"Data Structures, C#, Algorithms, C++, Java, Go",13,Software Engineer
BA,Economics,6.15,93.3,78.2,"Google Analytics, Content Strategy, SEO, Digital Marketing, Social Media",9,Marketing Specialist
BBA,Finance,8.59,81.7,73.7,"Market Research, Process Improvement, Power BI, Tableau, Data Visualization",10,Business Analyst
PhD,Computer Science,6.59,68.5,77.4,"SQL, TensorFlow, Python",9,Data Scientist
B.Tech,Computer Science,8.03,92.0,68.6,"Docker, Node.js, REST APIs, FastAPI, SQL, PostgreSQL",2,Backend Developer
M.Tech,Information Technology,7.3,84.9,72.0,"System Design, Data Structures, C++, C#",8,Software Engineer
MCA,Information Technology,6.55,72.0,83.8,"Go, C#, Git",13,Software Engineer
B.Tech,Information Technology,9.62,87.6,73.9,"Docker, SQL, Python, Django, GraphQL, PostgreSQL",10,Backend Developer
MBA,Business Administration,7.13,88.5,93.8,"Scrum, Market Research, Roadmapping",4,Product Manager
MBA,Business Administration,9.66,74.8,71.6,"Data Visualization, SQL, Power BI",8,Business Analyst
BBA,Communications,8.75,84.1,69.8,"Digital Marketing, Social Media, Google Analytics, SEO, Copywriting, Content Strategy",10,Marketing Specialist
B.Tech,Computer Science,7.0,88.8,97.6,"JavaScript, Tailwind, TypeScript, Next.js, HTML, React",2,Frontend Developer
MBA,Information Technology,8.65,90.6,84.8,"Data Visualization, Process Improvement, Tableau, Power BI, Market Research, SQL",6,Business Analyst
BA,CS,8.66,86.4,80.0,"Figma, Wireframing, Adobe XD, Design Systems, UI/UX, User Testing, Prototyping",6,UX Designer
B.Sc,Design,7.42,83.2,70.4,"Next.js, Angular, HTML, CSS, React, Vue",6,Frontend Developer
M.Tech,Information Technology,8.34,78.6,81.4,"MongoDB, Django, Node.js, PostgreSQL, GraphQL, Python, REST APIs, FastAPI",10,Backend Developer
MBA,Business Administration,6.81,90.6,83.2,"Communication, Recruiting, Onboarding, Employee Relations, Talent Acquisition",4,HR Manager
MBA,Economics,7.02,86.7,75.1,"Google Analytics, Copywriting, SEO, Content Strategy, Social Media, Digital Marketing",15,Marketing Specialist
