degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
Diploma,Civil,6.43,90.0,77.5,"STAAD Pro, Surveying, Project Management, Construction Materials, Estimation",5,Civil Engineer
B.Sc,Economics,8.84,88.1,90.0,"Data Analysis, R, Economic Research",2,Economist
B.Tech,Information Technology,7.58,80.9,81.6,"Python, Django, Docker, PostgreSQL",6,Backend Developer
B.Tech,Civil,9.76,62.2,88.1,"Health & Safety, Site Management, Quality Control, Surveying",10,Site Engineer
M.Tech,Civil,8.82,89.1,74.5,"ETABS, Structural Analysis, Steel Design, STAAD Pro, AutoCAD",8,Structural Engineer
B.Tech,Marketing,9.34,86.2,78.1,"Market Research, Roadmapping, Product Strategy, Agile, Scrum",9,Product Manager
BCA,Maths,7.27,61.3,72.2,"Python, SQL, Power BI, Data Visualization, Excel, Tableau, Statistics",11,Data Analyst
B.Tech,Computer Science,6.3,83.9,62.8,"Product Strategy, Jira, Scrum",11,Product Manager
B.Tech,Civil,7.15,69.9,65.9,"ETABS, STAAD Pro, AutoCAD, Steel Design, Structural Analysis",0,Structural Engineer
M.Tech,Computer Science,8.55,63.3,79.4,"Docker, AWS, Terraform, CI/CD, Kubernetes",8,DevOps Engineer
B.Sc,Economics,9.31,77.2,69.3,"SAS, Economic Research, Statistics, Stata, R",12,Economist
BCA,Maths,6.28,96.4,65.4,"Excel, Data Visualization, Tableau, Power BI, Python",11,Data Analyst
B.Tech,Civil,8.57,78.6,93.8,"Structural Analysis, ETABS, STAAD Pro, AutoCAD",0,Structural Engineer
M.Tech,Civil,6.21,95.8,66.6,"AutoCAD, STAAD Pro, Surveying, Project Management, Construction Materials, Estimation",12,Civil Engineer
M.Tech,Mechanical Engineering,8.21,91.5,88.3,"SolidWorks, Manufacturing, CAD/CAM",7,Mechanical Engineer
B.Sc,CS,7.8,60.3,74.2,"UI/UX, Wireframing, Adobe XD, Prototyping, Figma, User Testing, Design Systems",8,UX Designer
MBA,Human Resources,6.83,81.4,69.0,"Recruiting, Talent Acquisition, Employee Relations, Onboarding, Communication",8,HR Manager
B.Sc,Economics,8.84,70.3,89.8,"Economic Research, Stata, Data Analysis, SAS, R",5,Economist
BA,Marketing,7.15,96.7,64.1,"Content Strategy, SEO, Copywriting, Digital Marketing",11,Marketing Specialist
B.Tech,Construction Management,9.08,62.3,85.6,"MS Project, Project Management, Cost Estimation, Contract Management",3,Construction Manager
MBA,Construction Management,6.4,73.1,69.9,"MS Project, Contract Management, Primavera P6, Cost Estimation",15,Construction Manager
PhD,English,7.28,62.4,71.3,"Mentoring, Lesson Planning, Public Speaking",6,Teaching Professional
B.Tech,Information Technology,6.69,68.3,73.1,"Java, SQL, Docker",10,Backend Developer
BA,Economics,8.68,66.9,88.6,"Econometrics, Statistics, SAS, Economic Research, Stata, R",3,Economist
M.Tech,AI,6.61,75.8,82.4,"C++, C#, Java, System Design",10,Software Engineer
MCA,Computer Science,8.45,85.9,71.0,"GraphQL, Java, PostgreSQL, SQL, REST APIs, Docker, Django",12,Backend Developer
M.Sc,Economics,7.36,91.9,69.9,"Data Analysis, Research, Excel, Market Research, Report Writing, SPSS",2,Research Analyst
MBA,Finance,6.97,76.2,67.4,"Excel, Financial Modeling, Bloomberg",9,Financial Analyst
MBA,Finance,9.35,88.3,89.9,"Advanced Excel, Tally, Auditing, Taxation, GST",6,Accountant
MBA,Information Technology,8.07,93.8,90.6,"Data Visualization, Power BI, Process Improvement, Tableau",10,Business Analyst
B.Com,Business,6.98,67.2,95.2,"Report Writing, Data Analysis, Research, SPSS, Excel, Market Research",1,Research Analyst
BA,Information Technology,6.55,77.5,87.0,"UI/UX, Wireframing, Figma, Prototyping, Design Systems",8,UX Designer
B.Tech,Computer Science,8.39,71.9,63.1,"Terraform, Docker, CI/CD, Jenkins, AWS, Linux, Kubernetes",2,DevOps Engineer
B.Sc,Design,8.87,94.7,63.0,"Wireframing, Design Systems, User Testing",11,UX Designer
MBA,Finance,8.8,85.0,77.5,"Auditing, Taxation, Tally, GST",12,Accountant
BCA,Information Technology,8.75,61.7,60.5,"Java, Docker, Python, SQL, GraphQL, Node.js",2,Backend Developer
BCA,Information Technology,9.55,79.2,77.8,"System Design, C#, Java, Git, Data Structures",7,Software Engineer
M.Tech,Information Technology,6.32,93.3,71.3,"Jenkins, Docker, CI/CD, AWS",12,DevOps Engineer
Diploma,Computer Science,6.38,90.4,79.2,"TypeScript, JavaScript, React, Tailwind, Vue, CSS, Next.js, HTML",10,Frontend Developer
BA,Economics,8.71,61.0,97.8,"Econometrics, Statistics, Stata",8,Economist
MCA,Computer Science,8.85,72.0,67.3,"SQL, Node.js, Docker, REST APIs",13,Backend Developer
B.Tech,Civil,9.22,86.7,74.7,"Estimation, STAAD Pro, Project Management, Construction Materials, AutoCAD, Surveying",5,Civil Engineer
B.Com,Business Administration,8.3,95.2,91.0,"Market Research, SQL, Process Improvement, Tableau, Data Visualization, Excel, Power BI",11,Business Analyst
Diploma,Civil,9.17,63.0,95.9,"Construction Materials, STAAD Pro, Project Management",5,Civil Engineer
BBA,Economics,7.71,93.5,69.1,"Copywriting, Google Analytics, SEO, Digital Marketing, Social Media, Content Strategy",5,Marketing Specialist
B.Tech,Civil,7.2,68.7,65.6,"Site Management, Surveying, Quality Control, Health & Safety, AutoCAD",5,Site Engineer
MBA,Computer Science,9.28,94.7,88.0,"Stakeholder Management, Agile, Scrum, Product Strategy, Roadmapping, Jira",3,Product Manager
BBA,Economics,7.44,79.2,94.2,"Excel, Financial Modeling, Valuation, Data Analysis, Bloomberg",1,Financial Analyst
B.Tech,Structural Engineering,7.61,92.4,73.2,"Structural Analysis, ETABS, STAAD Pro, Steel Design, AutoCAD",11,Structural Engineer
B.Tech,Computer Science,8.6,90.9,74.5,"Market Research, Jira, Agile, Roadmapping, Stakeholder Management, Product Strategy, Scrum",8,Product Manager
B.Tech,Marketing,9.39,82.9,92.2,"Product Strategy, Market Research, Stakeholder Management, Roadmapping, Jira",9,Product Manager
M.Tech,Information Technology,6.38,96.8,81.9,"PostgreSQL, Python, MongoDB, FastAPI, SQL, Node.js",5,Backend Developer
Diploma,Civil,8.11,66.6,93.0,"Quality Control, Health & Safety, Site Management, AutoCAD, Surveying",0,Site Engineer
B.Tech,Civil Engineering,9.66,77.9,95.5,"Cost Estimation, Project Management, Contract Management, MS Project, Primavera P6",7,Construction Manager
B.Tech,Computer Science,7.42,90.3,71.0,"Roadmapping, Stakeholder Management, Product Strategy, Jira, Agile, Market Research",11,Product Manager
M.Sc,Physics,9.67,89.7,68.6,"Curriculum Development, Communication, Public Speaking, Lesson Planning, Mentoring",13,Teaching Professional
BBA,Human Resources,6.48,86.0,84.7,"Communication, Recruiting, Onboarding, Talent Acquisition, Employee Relations",5,HR Manager
B.Sc,Design,7.2,89.9,74.4,"React, Angular, Vue, Tailwind, TypeScript, CSS, Next.js, HTML",9,Frontend Developer
M.Tech,Mechanical Engineering,6.24,71.7,88.8,"AutoCAD, CAD/CAM, Ansys, Thermodynamics, Manufacturing, SolidWorks",9,Mechanical Engineer
M.Tech,Information Technology,7.91,62.1,94.2,"MongoDB, SQL, PostgreSQL, FastAPI, Java, REST APIs, Docker",10,Backend Developer
MA,Economics,8.15,91.4,94.9,"SAS, Stata, Data Analysis, R",5,Economist
B.Tech,Mechanical Engineering,6.18,64.0,64.4,"Manufacturing, AutoCAD, Thermodynamics, Ansys, SolidWorks, CAD/CAM",5,Mechanical Engineer
M.Tech,Mechanical Engineering,6.29,73.6,81.9,"Manufacturing, CAD/CAM, Thermodynamics, Ansys, SolidWorks, AutoCAD",9,Mechanical Engineer
MBA,Civil Engineering,6.78,63.8,94.9,"MS Project, Primavera P6, Contract Management",9,Construction Manager
B.Tech,Computer Science,6.42,76.9,77.3,"Tableau, Power BI, Python, SQL",7,Data Analyst
BA,Economics,6.55,73.2,69.4,"R, Statistics, Economic Research, Econometrics, Data Analysis, SAS, Stata",1,Economist
B.Tech,Civil,8.1,72.6,80.9,"AutoCAD, STAAD Pro, Estimation, Surveying, Project Management",10,Civil Engineer
B.Sc,Economics,9.49,69.2,81.5,"Statistics, Economic Research, SAS, R, Data Analysis",2,Economist
MBA,Business Administration,7.79,83.3,94.8,"Talent Acquisition, Recruiting, Communication",4,HR Manager
M.Sc,Artificial Intelligence,7.7,70.1,72.5,"Python, Pandas, Deep Learning, SQL",12,Data Scientist
MBA,Computer Science,8.13,79.2,77.6,"Jira, Product Strategy, Scrum, Agile, Stakeholder Management, Market Research",7,Product Manager
B.Sc,Computer Science,9.07,78.0,78.4,"Power BI, Excel, Tableau, Data Visualization, Python, SQL, Statistics",2,Data Analyst
B.Tech,Civil Engineering,8.0,81.7,74.2,"Site Management, Quality Control, AutoCAD, Health & Safety, Surveying",2,Site Engineer
BA,Communications,9.32,62.9,71.3,"Social Media, Copywriting, Digital Marketing",5,Marketing Specialist
B.Tech,Artificial Intelligence,8.46,61.7,97.4,"TensorFlow, NumPy, Machine Learning, NLP, Deep Learning, Statistics, Data Analysis, Scikit-Learn",10,Data Scientist
MA,Maths,7.88,64.5,72.1,"Mentoring, Public Speaking, Communication",2,Teaching Professional
BA,Human Resources,6.81,64.5,62.1,"Talent Acquisition, Onboarding, Communication",10,HR Manager
MCA,Computer Science,8.23,78.7,88.6,"Docker, Jenkins, Linux",2,DevOps Engineer
BA,English,6.93,83.3,71.3,"Communication, Curriculum Development, Mentoring, Lesson Planning, Public Speaking",6,Teaching Professional
BCA,Mathematics,7.69,74.4,82.2,"Power BI, Tableau, Excel, Python, SQL, Data Visualization, Statistics",9,Data Analyst
M.Sc,Statistics,7.72,68.5,87.4,"Report Writing, Data Analysis, Market Research, Research, SPSS, Excel",7,Research Analyst
MCA,Computer Science,9.54,77.9,92.5,"PostgreSQL, Docker, GraphQL, MongoDB, Node.js",6,Backend Developer
B.Com,Statistics,7.49,88.0,86.0,"Report Writing, SPSS, Market Research, Research, Excel, Data Analysis",5,Research Analyst
M.Tech,Civil,8.51,70.5,70.8,"Surveying, Construction Materials, STAAD Pro, AutoCAD, Project Management",13,Civil Engineer
B.Com,Accounting,8.94,68.8,79.8,"Bloomberg, Excel, Valuation, Data Analysis",9,Financial Analyst
B.Tech,Computer Science,9.55,79.8,91.5,"Linux, Terraform, Jenkins",12,DevOps Engineer
BA,Economics,6.54,71.2,92.0,"Copywriting, Social Media, Digital Marketing, Google Analytics, Content Strategy",10,Marketing Specialist
MA,Mathematics,9.52,84.2,94.4,"Data Analysis, Research, Report Writing, Excel, SPSS",5,Research Analyst
MCA,Computer Science,6.84,67.2,94.1,"Docker, Jenkins, Linux",12,DevOps Engineer
B.Com,Computer Science,6.27,89.1,81.5,"Tableau, Data Visualization, SQL, Python, Power BI, Excel",11,Data Analyst
BBA,Information Technology,6.79,83.3,75.3,"Process Improvement, SQL, Power BI, Data Visualization, Tableau, Market Research, Excel",5,Business Analyst
M.Tech,Information Technology,8.81,79.9,66.8,"REST APIs, PostgreSQL, Python, GraphQL",11,Backend Developer
B.Tech,Information Technology,8.83,67.1,86.5,"Tailwind, CSS, HTML, Next.js",12,Frontend Developer
M.Com,Accounting,6.27,66.1,88.5,"Bloomberg, Accounting, Valuation, Financial Modeling, Data Analysis",7,Financial Analyst
M.Tech,Structural Engineering,9.57,68.3,72.6,"ETABS, Structural Analysis, AutoCAD, Steel Design, STAAD Pro",5,Structural Engineer
M.Tech,Mechanical Engineering,8.71,87.9,85.0,"SolidWorks, AutoCAD, CAD/CAM, Ansys, Thermodynamics",3,Mechanical Engineer
Diploma,Computer Science,7.54,83.4,94.6,"Next.js, JavaScript, React, TypeScript, Vue, HTML",11,Frontend Developer
MA,English,8.01,60.2,76.9,"Curriculum Development, Communication, Public Speaking, Mentoring, Lesson Planning",5,Teaching Professional
B.Com,Economics,8.7,73.5,62.9,"SEO, Copywriting, Content Strategy",2,Marketing Specialist
MCA,Artificial Intelligence,7.64,81.2,79.5,"Data Analysis, Machine Learning, NLP",1,Data Scientist
B.Tech,AI,9.34,70.0,84.9,"Algorithms, Go, Data Structures",9,Software Engineer
M.Tech,Information Technology,6.69,61.0,82.9,"FastAPI, SQL, REST APIs, Java, Node.js, GraphQL, PostgreSQL, Docker",13,Backend Developer
B.Tech,Civil,9.76,90.6,63.8,"AutoCAD, Steel Design, Structural Analysis, STAAD Pro, ETABS",2,Structural Engineer
B.Tech,Maths,6.22,61.5,92.2,"Power BI, Tableau, SQL, Python, Data Visualization, Statistics, Excel",10,Data Analyst
BA,Information Technology,7.78,73.2,71.1,"Adobe XD, Wireframing, Prototyping, UI/UX, Design Systems, User Testing, Figma",10,UX Designer
M.Tech,Computer Science,7.94,69.0,72.4,"SQL, REST APIs, Node.js, PostgreSQL, MongoDB, FastAPI, Python",14,Backend Developer
B.Tech,Maths,7.6,93.8,81.2,"Power BI, SQL, Data Visualization",9,Data Analyst
B.Tech,Maths,9.41,69.1,72.1,"Statistics, Data Visualization, Python, Power BI",4,Data Analyst
MCA,AI,7.55,77.1,75.4,"Rust, Python, Algorithms",1,Software Engineer
B.Tech,Civil Engineering,8.63,73.6,64.8,"Health & Safety, Surveying, AutoCAD, Quality Control",8,Site Engineer
BA,Human Resources,9.64,62.8,84.9,"Recruiting, Employee Relations, Communication, Onboarding, Talent Acquisition",2,HR Manager
B.Com,Marketing,8.82,83.3,88.3,"SEO, Digital Marketing, Google Analytics, Copywriting",0,Marketing Specialist
B.Tech,Statistics,8.27,83.4,81.9,"Statistics, Power BI, SQL",5,Data Analyst
M.Com,Commerce,6.43,60.3,96.5,"Auditing, Accounting, Tally, Advanced Excel, GST, Finance",14,Accountant
BA,Design,6.57,72.8,60.8,"Figma, Prototyping, Adobe XD",6,UX Designer
MCA,Computer Science,8.66,74.2,97.0,"Python, Go, System Design",10,Software Engineer
MBA,Human Resources,8.25,65.9,96.2,"Onboarding, Communication, Talent Acquisition, Recruiting, Employee Relations",3,HR Manager
B.Sc,Economics,9.6,61.4,75.1,"Stata, Econometrics, SAS",7,Economist
BBA,Business Administration,7.5,75.9,63.6,"Onboarding, Recruiting, Communication, Employee Relations, Talent Acquisition",7,HR Manager
B.Tech,Civil,6.7,71.6,62.4,"STAAD Pro, Project Management, Estimation, AutoCAD, Surveying, Construction Materials",4,Civil Engineer
MBA,Human Resources,8.15,80.3,90.5,"Employee Relations, Talent Acquisition, Communication, Onboarding, Recruiting",7,HR Manager
M.Tech,Artificial Intelligence,7.77,91.4,82.5,"TensorFlow, Pandas, NLP, Statistics",14,Data Scientist
BBA,Communications,7.3,80.9,61.6,"Content Strategy, SEO, Google Analytics, Digital Marketing, Social Media, Copywriting",8,Marketing Specialist
M.Tech,Civil Engineering,9.53,76.3,78.4,"STAAD Pro, Steel Design, Structural Analysis, ETABS, AutoCAD",1,Structural Engineer
B.Tech,Mechanical Engineering,7.19,73.1,77.2,"CAD/CAM, Thermodynamics, SolidWorks, Ansys, Manufacturing, AutoCAD",0,Mechanical Engineer
MBA,Civil,7.63,82.4,83.2,"MS Project, Contract Management, Cost Estimation, Primavera P6, Project Management",8,Construction Manager
BA,English,7.31,92.9,66.4,"Curriculum Development, Communication, Mentoring, Public Speaking",6,Teaching Professional
BA,Economics,7.39,83.3,84.5,"Statistics, Stata, R, Econometrics, SAS, Economic Research",8,Economist
B.Tech,Information Technology,8.26,62.5,84.2,"SQL, FastAPI, Node.js, Docker, Java, Python, REST APIs, Django",3,Backend Developer
B.Tech,Information Technology,6.94,69.7,88.1,"PostgreSQL, FastAPI, Node.js, Python, SQL, MongoDB, REST APIs",11,Backend Developer
B.Tech,Electronics,9.28,68.2,78.0,"Docker, Linux, Terraform, Jenkins, AWS, CI/CD, Kubernetes",7,DevOps Engineer
MCA,Information Technology,8.13,64.5,77.7,"FastAPI, Python, MongoDB, PostgreSQL",2,Backend Developer
B.Sc,Economics,9.04,96.2,93.2,"Stata, Data Analysis, R",7,Economist
B.Tech,Information Technology,9.04,74.1,81.5,"Market Research, SQL, Data Visualization, Excel, Tableau, Power BI, Process Improvement",10,Business Analyst
M.Tech,Artificial Intelligence,6.85,91.0,77.5,"Machine Learning, Deep Learning, Python, Statistics",14,Data Scientist
B.Sc,Design,9.25,71.2,65.6,"React, HTML, TypeScript, Vue, Angular, CSS",3,Frontend Developer
MBA,Accounting,9.07,75.3,84.8,"Finance, Auditing, GST, Tally, Accounting, Advanced Excel, Taxation",10,Accountant
B.Tech,Civil,8.5,97.0,71.0,"Surveying, Health & Safety, Site Management, AutoCAD",6,Site Engineer
BA,English,9.41,76.2,87.5,"Curriculum Development, Communication, Public Speaking, Mentoring, Lesson Planning",1,Teaching Professional
B.Sc,CS,8.09,91.8,79.9,"Wireframing, Prototyping, Figma",0,UX Designer
M.Tech,Mechanical,9.52,65.2,95.6,"Thermodynamics, SolidWorks, CAD/CAM, Ansys",4,Mechanical Engineer
BCA,Computer Science,6.53,73.9,82.1,"Git, Data Structures, C#",3,Software Engineer
Diploma,Mechanical Engineering,8.14,67.2,88.3,"AutoCAD, Thermodynamics, CAD/CAM",7,Mechanical Engineer
B.Tech,Design,7.89,97.6,76.0,"TypeScript, Next.js, JavaScript, Tailwind, CSS, Vue, HTML, React",1,Frontend Developer
B.Tech,Maths,9.17,92.7,77.2,"SQL, Python, Tableau, Statistics, Power BI, Data Visualization, Excel",11,Data Analyst
B.Tech,Statistics,6.48,91.2,67.6,"Statistics, Tableau, Data Visualization",7,Data Analyst
MBA,Communications,6.69,64.6,91.1,"SEO, Social Media, Digital Marketing",9,Marketing Specialist
B.Com,Marketing,9.45,76.1,70.5,"Social Media, Google Analytics, SEO, Digital Marketing, Content Strategy, Copywriting",3,Marketing Specialist
M.Tech,Civil Engineering,8.92,75.5,61.5,"Steel Design, AutoCAD, ETABS, Structural Analysis, STAAD Pro",12,Structural Engineer
B.Tech,Civil Engineering,6.61,95.4,73.1,"Surveying, STAAD Pro, Project Management, Construction Materials",7,Civil Engineer
Diploma,CS,6.55,61.0,84.8,"Wireframing, Design Systems, UI/UX",12,UX Designer
Diploma,Information Technology,6.45,73.0,73.2,"Tailwind, JavaScript, CSS, Next.js, HTML, TypeScript, Angular, Vue",9,Frontend Developer
M.Tech,Civil,7.24,66.8,69.3,"AutoCAD, Surveying, Estimation",15,Civil Engineer
MBA,Accounting,9.22,94.1,60.3,"Accounting, Excel, Valuation",12,Financial Analyst
BA,Human Resources,6.69,82.5,74.6,"Talent Acquisition, Recruiting, Onboarding, Employee Relations",12,HR Manager
M.Tech,Information Technology,6.66,82.5,65.7,"Jenkins, Kubernetes, AWS, Linux, Terraform",6,DevOps Engineer
B.Sc,Economics,6.66,83.8,74.2,"Data Analysis, Economic Research, Econometrics, Statistics, Stata, SAS",11,Economist
PhD,Artificial Intelligence,7.61,74.4,68.7,"Data Analysis, SQL, Python, TensorFlow, NLP, NumPy, Pandas",6,Data Scientist
MBA,Civil Engineering,8.16,93.9,75.4,"Cost Estimation, MS Project, Primavera P6, Project Management, Contract Management",4,Construction Manager
Diploma,Civil Engineering,8.35,85.7,88.1,"Site Management, Quality Control, Health & Safety, Surveying, AutoCAD",8,Site Engineer
B.Tech,Computer Science,9.44,84.5,77.4,"Git, C#, C++, System Design, Algorithms, Java, Data Structures",4,Software Engineer
MA,Business,8.12,90.8,95.4,"Report Writing, Research, Data Analysis, Market Research, SPSS, Excel",1,Research Analyst
B.Tech,Computer Science,6.53,96.1,95.9,"Jira, Roadmapping, Agile, Market Research, Scrum, Product Strategy",8,Product Manager
M.Tech,Civil,7.59,93.7,73.3,"Surveying, Construction Materials, STAAD Pro, AutoCAD",3,Civil Engineer
MBA,Construction Management,9.71,88.8,77.2,"Cost Estimation, Primavera P6, Contract Management, MS Project, Project Management",11,Construction Manager
B.Tech,Civil Engineering,6.22,74.0,91.0,"Structural Analysis, STAAD Pro, Steel Design, ETABS, AutoCAD",6,Structural Engineer
B.Tech,Civil Engineering,7.92,89.0,70.6,"Project Management, Surveying, AutoCAD, Construction Materials, Estimation, STAAD Pro",9,Civil Engineer
B.Tech,Finance,8.7,91.6,84.9,"Excel, Data Visualization, Market Research, SQL, Process Improvement",1,Business Analyst
